"Mass","formula","element_comp","class","HC","OC","AImod","NOSC","C","H","O","N","S","P"
407.0773153,"C22H16O8","CHO","aromatic",0.73,0.36,0.6111,0,22,16,8,0,0,0
407.0786165,"C19H23O3N1S2P1","CHONSP","unsaturated/lignin",1.21,0.16,0.2963,-0.5263,19,23,3,1,2,1
407.0833338,"C15H20O13","CHO","unsaturated/lignin",1.33,0.87,-0.0588,0.4,15,20,13,0,0,0
407.0864371,"C12H24O13S1","CHOS","aliphatic",2,1.08,-1.4444,0.3333,12,24,13,0,1,0
407.0880174,"C12H26O11P2","CHOP","aliphatic",2.17,0.92,-1.4444,-0.3333,12,26,11,0,0,2
407.0886873,"C21H16O7N2","CHON","aromatic",0.76,0.33,0.6129,0.1905,21,16,7,2,0,0
407.0917262,"C18H20O7N2S1","CHONS","unsaturated/lignin",1.11,0.39,0.3043,0.1111,18,20,7,2,1,0
407.0928276,"C26H16O5","CHO","condensed_arom",0.62,0.19,0.7021,-0.2308,26,16,5,0,0,0
407.0963814,"C19H23O5N1S1P1","CHONSP","unsaturated/lignin",1.21,0.26,0.2963,-0.4211,19,23,5,1,1,1
407.0977657,"C11H24O12N2S1","CHONS","aliphatic",2.18,1.09,-4,0.7273,11,24,12,2,1,0
407.0984723,"C19H20O10","CHO","unsaturated/lignin",1.05,0.53,0.3571,0,19,20,10,0,0,0
407.0990092,"C15H23O10N1P1","CHONP","aliphatic",1.53,0.67,-0.1875,0,15,23,10,1,0,1
407.0997887,"C16H27O5N1S2P1","CHONSP","aliphatic",1.69,0.31,-0.2105,-0.625,16,27,5,1,2,1
407.1018496,"C16H24O10S1","CHOS","aliphatic",1.5,0.62,-0.1,-0.125,16,24,10,0,1,0
407.1074915,"C30H16O2","CHO","condensed_arom",0.53,0.07,0.7586,-0.4,30,16,2,0,0,0
407.1098398,"C18H20O9N2","CHON","unsaturated/lignin",1.11,0.5,0.3043,0.2222,18,20,9,2,0,0
407.1114601,"C27H20O2S1","CHOS","aromatic",0.74,0.07,0.64,-0.5185,27,20,2,0,1,0
407.1129644,"C15H24O9N2S1","CHONS","aliphatic",1.6,0.6,-0.3333,0.1333,15,24,9,2,1,0
407.1139121,"C23H20O7","CHO","aromatic",0.87,0.3,0.5385,-0.2609,23,20,7,0,0,0
407.125063,"C22H20O6N2","CHON","aromatic",0.91,0.27,0.5294,-0.0909,22,20,6,2,0,0
407.129259,"C27H20O4","CHO","aromatic",0.74,0.15,0.64,-0.4444,27,20,4,0,0,0
407.130959,"C15H24O11N2","CHON","aliphatic",1.6,0.73,-0.3333,0.2667,15,24,11,2,0,0
407.1348332,"C20H24O9","CHO","unsaturated/lignin",1.2,0.45,0.2903,-0.3,20,24,9,0,0,0
407.1354179,"C16H27O9N1P1","CHONP","aliphatic",1.69,0.56,-0.2105,-0.375,16,27,9,1,0,1
407.1359971,"C21H28O4S2","CHOS","unsaturated/lignin",1.33,0.19,0.2353,-0.7619,21,28,4,0,2,0
407.138095,"C17H28O9S1","CHOS","aliphatic",1.65,0.53,-0.1304,-0.4706,17,28,9,0,1,0
407.1431797,"C23H24O3N2S1","CHONS","unsaturated/lignin",1.04,0.13,0.4595,-0.4348,23,24,3,2,1,0
407.143983,"C31H20O1","CHO","condensed_arom",0.65,0.03,0.7049,-0.5806,31,20,1,0,0,0
407.1461279,"C19H24O8N2","CHON","unsaturated/lignin",1.26,0.42,0.2308,-0.1053,19,24,8,2,0,0
407.1468538,"C20H28O3N2S2","CHONS","unsaturated/lignin",1.4,0.15,0.1724,-0.6,20,28,3,2,2,0
407.1478213,"C28H24O1S1","CHOS","aromatic",0.86,0.04,0.5849,-0.7143,28,24,1,0,1,0
407.1491977,"C16H28O8N2S1","CHONS","aliphatic",1.75,0.5,-0.3333,-0.25,16,28,8,2,1,0
407.1499902,"C24H24O6","CHO","unsaturated/lignin",1,0.25,0.4762,-0.5,24,24,6,0,0,0
407.1510802,"C25H28O1S2","CHOS","unsaturated/lignin",1.12,0.04,0.4222,-0.88,25,28,1,0,2,0
407.1534419,"C21H28O6S1","CHOS","unsaturated/lignin",1.33,0.29,0.2353,-0.6667,21,28,6,0,1,0
407.1559531,"C17H28O11","CHO","aliphatic",1.65,0.65,-0.1304,-0.3529,17,28,11,0,0,0
407.1573247,"C19H36O1S4","CHOS","aliphatic",1.89,0.05,-0.1724,-1.3684,19,36,1,0,4,0
407.1656833,"C24H27O3N1P1","CHONP","unsaturated/lignin",1.12,0.12,0.439,-0.75,24,27,3,1,0,1
407.1673025,"C16H28O10N2","CHON","aliphatic",1.75,0.62,-0.3333,-0.125,16,28,10,2,0,0
407.1687426,"C25H28O3S1","CHOS","unsaturated/lignin",1.12,0.12,0.4222,-0.8,25,28,3,0,1,0
407.1711578,"C21H28O8","CHO","unsaturated/lignin",1.33,0.38,0.2353,-0.5714,21,28,8,0,0,0
407.1718009,"C17H31O8N1P1","CHONP","aliphatic",1.82,0.47,-0.2273,-0.7059,17,31,8,1,0,1
407.1725618,"C18H35O3N1S2P1","CHONSP","aliphatic",1.94,0.17,-0.24,-1.2222,18,35,3,1,2,1
407.1744312,"C18H32O8S1","CHOS","aliphatic",1.78,0.44,-0.1538,-0.7778,18,32,8,0,1,0
407.1855427,"C17H32O7N2S1","CHONS","aliphatic",1.88,0.41,-0.3333,-0.5882,17,32,7,2,1,0
407.1868107,"C21H31O5N1P1","CHONP","unsaturated/lignin",1.48,0.24,0.1818,-0.8571,21,31,5,1,0,1
407.1898115,"C22H32O5S1","CHOS","unsaturated/lignin",1.45,0.23,0.1892,-0.9091,22,32,5,0,1,0
407.1923017,"C18H32O10","CHO","aliphatic",1.78,0.56,-0.1538,-0.6667,18,32,10,0,0,0
407.1934989,"C19H36O5S2","CHOS","aliphatic",1.89,0.26,-0.1724,-1.1579,19,36,5,0,2,0
407.2019183,"C29H28O2","CHO","aromatic",0.97,0.07,0.5357,-0.8276,29,28,2,0,0,0
407.2035031,"C17H32O9N2","CHON","aliphatic",1.88,0.53,-0.3333,-0.4706,17,32,9,2,0,0
407.2054155,"C26H32O2S1","CHOS","unsaturated/lignin",1.23,0.08,0.375,-1,26,32,2,0,1,0
407.2075698,"C22H32O7","CHO","unsaturated/lignin",1.45,0.32,0.1892,-0.8182,22,32,7,0,0,0
407.2081722,"C18H35O7N1P1","CHONP","aliphatic",1.94,0.39,-0.24,-1,18,35,7,1,0,1
407.2108048,"C19H36O7S1","CHOS","aliphatic",1.89,0.37,-0.1724,-1.0526,19,36,7,0,1,0
407.2220782,"C18H36O6N2S1","CHONS","aliphatic",2,0.33,-0.3333,-0.8889,18,36,6,2,1,0
407.2261657,"C23H36O4S1","CHOS","aliphatic",1.57,0.17,0.15,-1.1304,23,36,4,0,1,0
407.2287154,"C19H36O9","CHO","aliphatic",1.89,0.47,-0.1724,-0.9474,19,36,9,0,0,0
407.2383498,"C30H32O1","CHO","unsaturated/lignin",1.07,0.03,0.4915,-1,30,32,1,0,0,0
407.2398823,"C18H36O8N2","CHON","aliphatic",2,0.44,-0.3333,-0.7778,18,36,8,2,0,0
407.2415979,"C27H36O1S1","CHOS","unsaturated/lignin",1.33,0.04,0.3333,-1.1852,27,36,1,0,1,0
407.2439402,"C23H36O6","CHO","aliphatic",1.57,0.26,0.15,-1.0435,23,36,6,0,0,0
407.2445098,"C19H39O6N1P1","CHONP","aliphatic",2.05,0.32,-0.25,-1.2632,19,39,6,1,0,1
407.2584625,"C19H40O5N2S1","CHONS","aliphatic",2.11,0.26,-0.3333,-1.1579,19,40,5,2,1,0
407.2650044,"C20H40O8","CHO","aliphatic",2,0.4,-0.1875,-1.2,20,40,8,0,0,0
407.2803395,"C24H40O5","CHO","aliphatic",1.67,0.21,0.1163,-1.25,24,40,5,0,0,0
407.3165721,"C25H44O4","CHO","aliphatic",1.76,0.16,0.087,-1.44,25,44,4,0,0,0
407.3530795,"C26H48O3","CHO","aliphatic",1.85,0.12,0.0612,-1.6154,26,48,3,0,0,0
407.8413935,"C14H3O2N1S6","CHONS","condensed_arom",0.21,0.14,1,1.1429,14,3,2,1,6,0
407.8451075,"C11H7O2N1S7","CHONS","unsaturated/lignin",0.64,0.18,0,1.2727,11,7,2,1,7,0
407.9346704,"C15H6O10S1P1","CHOSP","condensed_arom",0.4,0.67,0.8125,1.0667,15,6,10,0,1,1
407.9417037,"C13H3O11N3S1","CHONS","condensed_arom",0.23,0.85,1.2857,2.3077,13,3,11,3,1,0
407.9429346,"C13H5O9N3P2","CHONP","condensed_arom",0.38,0.69,1.2857,1.6923,13,5,9,3,0,2
407.9594116,"C13H3O13N3","CHON","condensed_arom",0.23,1,1.2857,2.4615,13,3,13,3,0,0
407.9762114,"C22H6O3N2S1P1","CHONSP","condensed_arom",0.27,0.14,0.9697,0.3636,22,6,3,2,1,1
408.004776,"C21H14O3S2P1","CHOSP","condensed_arom",0.67,0.14,0.6667,-0.1905,21,14,3,0,2,1
408.0123895,"C27H7O2N1S1","CHONS","condensed_arom",0.26,0.07,0.9167,0.0741,27,7,2,1,1,0
408.0210224,"C16H11O12N1","CHON","aromatic",0.69,0.75,0.5556,1,16,11,12,1,0,0
408.021432,"C17H15O7N1S2","CHONS","unsaturated/lignin",0.88,0.41,0.4286,0.3529,17,15,7,1,2,0
408.022969,"C21H14O5S1P1","CHOSP","condensed_arom",0.67,0.24,0.6667,-0.0952,21,14,5,0,1,1
408.0301614,"C27H7O4N1","CHON","condensed_arom",0.26,0.15,0.9167,0.1481,27,7,4,1,0,0
408.033974,"C24H11O4N1S1","CHONS","condensed_arom",0.46,0.17,0.8,0.0833,24,11,4,1,1,0
408.0361539,"C20H11O9N1","CHON","condensed_arom",0.55,0.45,0.7241,0.5,20,11,9,1,0,0
408.0410489,"C17H17O7N1P2","CHONP","unsaturated/lignin",1,0.41,0.4286,0,17,17,7,1,0,2
408.0518089,"C20H14O6N2P1","CHONP","condensed_arom",0.7,0.3,0.6786,0.2,20,14,6,2,0,1
408.0573367,"C17H15O11N1","CHON","unsaturated/lignin",0.88,0.65,0.4286,0.5882,17,15,11,1,0,0
408.0726929,"C21H15O8N1","CHON","aromatic",0.71,0.38,0.625,0.1905,21,15,8,1,0,0
408.0790919,"C15H23O8N1S2","CHONS","aliphatic",1.53,0.53,-0.25,0,15,23,8,1,2,0
408.0937443,"C18H19O10N1","CHON","unsaturated/lignin",1.06,0.56,0.3333,0.2222,18,19,10,1,0,0
408.0956492,"C23H22O3S1P1","CHOSP","aromatic",0.96,0.13,0.5128,-0.6087,23,22,3,0,1,1
408.1148001,"C15H23O12N1","CHON","aliphatic",1.53,0.8,-0.25,0.2667,15,23,12,1,0,0
408.115427,"C11H26O12N2P1","CHONP","aliphatic",2.36,1.09,-4.25,0.3636,11,26,12,2,0,1
408.1301038,"C19H23O9N1","CHON","unsaturated/lignin",1.21,0.47,0.2593,-0.1053,19,23,9,1,0,0
408.1308111,"C20H27O4N1S2","CHONS","unsaturated/lignin",1.35,0.2,0.2,-0.6,20,27,4,1,2,0
408.1431506,"C27H23O1N1S1","CHONS","aromatic",0.85,0.04,0.5918,-0.5926,27,23,1,1,1,0
408.1446541,"C15H27O8N3S1","CHONS","aliphatic",1.8,0.53,-0.5714,0,15,27,8,3,1,0
408.1484619,"C20H27O6N1S1","CHONS","unsaturated/lignin",1.35,0.3,0.2,-0.5,20,27,6,1,1,0
408.1512338,"C16H27O11N1","CHON","aliphatic",1.69,0.69,-0.2632,-0.125,16,27,11,1,0,0
408.1520405,"C17H31O6N1S2","CHONS","aliphatic",1.82,0.35,-0.2727,-0.7059,17,31,6,1,2,0
408.1560056,"C18H34O4S2P1","CHOSP","aliphatic",1.89,0.22,-0.1923,-1.2222,18,34,4,0,2,1
408.1642559,"C24H27O3N1S1","CHONS","unsaturated/lignin",1.12,0.12,0.4146,-0.6667,24,27,3,1,1,0
408.1664675,"C20H27O8N1","CHON","unsaturated/lignin",1.35,0.4,0.2,-0.4,20,27,8,1,0,0
408.1669252,"C16H30O8N2P1","CHONP","aliphatic",1.88,0.5,-0.3889,-0.5,16,30,8,2,0,1
408.1810186,"C16H31O7N3S1","CHONS","aliphatic",1.94,0.44,-0.5294,-0.375,16,31,7,3,1,0
408.1876196,"C17H31O10N1","CHON","aliphatic",1.82,0.59,-0.2727,-0.4706,17,31,10,1,0,0
408.2028401,"C21H31O7N1","CHON","unsaturated/lignin",1.48,0.33,0.1515,-0.6667,21,31,7,1,0,0
408.2062398,"C18H35O7N1S1","CHONS","aliphatic",1.94,0.39,-0.28,-0.8889,18,35,7,1,1,0
408.2239806,"C18H35O9N1","CHON","aliphatic",1.94,0.5,-0.28,-0.7778,18,35,9,1,0,0
408.2393379,"C22H35O6N1","CHON","aliphatic",1.59,0.27,0.1111,-0.9091,22,35,6,1,0,0
408.2869105,"C22H39O4N3","CHON","aliphatic",1.77,0.18,0,-1,22,39,4,3,0,0
408.8396009,"C9H2O7N2S5","CHONS","unsaturated/lignin",0.22,0.78,0.3333,3.1111,9,2,7,2,5,0
408.8461881,"C10H2O10S4","CHOS","condensed_arom",0.2,1,1,2.6,10,2,10,0,4,0
408.8907334,"C14H6O3N2S5","CHONS","condensed_arom",0.43,0.21,0.8182,1.1429,14,6,3,2,5,0
408.8938097,"C10H6O8N2S4","CHONS","unsaturated/lignin",0.6,0.8,-Inf,2.4,10,6,8,2,4,0
408.894537,"C11H10O3N2S6","CHONS","unsaturated/lignin",0.91,0.27,-1,1.2727,11,10,3,2,6,0
408.9216132,"C9H14O8S5","CHOS","aliphatic",1.56,0.89,-Inf,1.3333,9,14,8,0,5,0
408.9223459,"C9H14O8S5","CHOS","aliphatic",1.56,0.89,-Inf,1.3333,9,14,8,0,5,0
408.9289088,"C10H6O12N2S2","CHONS","unsaturated/lignin",0.6,1.2,-Inf,2.8,10,6,12,2,2,0
408.9332314,"C15H6O10S2","CHOS","condensed_arom",0.4,0.67,0.75,1.2,15,6,10,0,2,0
408.9483747,"C19H6O7S2","CHOS","condensed_arom",0.32,0.37,0.8519,0.6316,19,6,7,0,2,0
408.9490582,"C20H10O2S4","CHOS","condensed_arom",0.5,0.1,0.7333,0.1,20,10,2,0,4,0
408.9571545,"C22H6O1N2S3","CHONS","condensed_arom",0.27,0.05,0.9394,0.3636,22,6,1,2,3,0
408.9636527,"C23H6O4S2","CHOS","condensed_arom",0.26,0.17,0.8947,0.2609,23,6,4,0,2,0
408.975176,"C18H9O3N3S2P1","CHONSP","condensed_arom",0.5,0.17,0.8571,0.5556,18,9,3,3,2,1
408.9815219,"C23H6O6S1","CHOS","condensed_arom",0.26,0.26,0.8947,0.3478,23,6,6,0,1,0
408.9836907,"C19H6O11","CHO","condensed_arom",0.32,0.58,0.8519,0.8421,19,6,11,0,0,0
408.9872018,"C16H10O11S1","CHOS","aromatic",0.62,0.69,0.5789,0.875,16,10,11,0,1,0
408.9928257,"C18H9O5N3S1P1","CHONSP","condensed_arom",0.5,0.28,0.8571,0.6667,18,9,5,3,1,1
408.9944744,"C11H22O6S5","CHOS","aliphatic",2,0.55,-2.3333,0,11,22,6,0,5,0
408.9949005,"C18H6O10N2","CHON","condensed_arom",0.33,0.56,0.9091,1.1111,18,6,10,2,0,0
408.9963948,"C27H6O3S1","CHOS","condensed_arom",0.22,0.11,0.9184,0.0741,27,6,3,0,1,0
409.0018724,"C12H14O10N2S2","CHONS","unsaturated/lignin",1.17,0.83,-0.6667,1.3333,12,14,10,2,2,0
409.0023683,"C20H10O8S1","CHOS","condensed_arom",0.5,0.4,0.7333,0.4,20,10,8,0,1,0
409.0049283,"C16H10O13","CHO","aromatic",0.62,0.81,0.5789,1,16,10,13,0,0,0
409.0120838,"C11H22O8S4","CHOS","aliphatic",2,0.73,-2.3333,0.1818,11,22,8,0,4,0
409.0128694,"C10H20O11S1P2","CHOSP","aliphatic",2,1.1,-4.3333,0.4,10,20,11,0,1,2
409.0178363,"C24H10O5S1","CHOS","condensed_arom",0.42,0.21,0.8049,0.0833,24,10,5,0,1,0
409.0201531,"C20H10O10","CHO","condensed_arom",0.5,0.5,0.7333,0.5,20,10,10,0,0,0
409.0242873,"C18H18O5S3","CHOS","unsaturated/lignin",1,0.28,0.36,-0.1111,18,18,5,0,3,0
409.0251697,"C26H6O4N2","CHON","condensed_arom",0.23,0.15,0.9545,0.3077,26,6,4,2,0,0
409.0259569,"C13H14O15","CHO","unsaturated/lignin",1.08,1.15,-0.0909,1.2308,13,14,15,0,0,0
409.0300207,"C11H22O10S3","CHOS","aliphatic",2,0.91,-2.3333,0.3636,11,22,10,0,3,0
409.0311122,"C19H10O9N2","CHON","condensed_arom",0.53,0.47,0.76,0.7368,19,10,9,2,0,0
409.0354463,"C24H10O7","CHO","condensed_arom",0.42,0.29,0.8049,0.1667,24,10,7,0,0,0
409.0412844,"C17H14O12","CHO","unsaturated/lignin",0.82,0.71,0.4545,0.5882,17,14,12,0,0,0
409.0443992,"C14H18O12S1","CHOS","unsaturated/lignin",1.29,0.86,-0.1429,0.5714,14,18,12,0,1,0
409.0503274,"C28H10O4","CHO","condensed_arom",0.36,0.14,0.8462,-0.0714,28,10,4,0,0,0
409.0508115,"C28H10O4","CHO","condensed_arom",0.36,0.14,0.8462,-0.0714,28,10,4,0,0,0
409.0512938,"C24H13O4N1P1","CHONP","condensed_arom",0.54,0.17,0.775,-0.0833,24,13,4,1,0,1
409.0526518,"C16H14O11N2","CHON","unsaturated/lignin",0.88,0.69,0.4118,0.875,16,14,11,2,0,0
409.0541752,"C25H14O4S1","CHOS","condensed_arom",0.56,0.16,0.7273,-0.16,25,14,4,0,1,0
409.0546347,"C21H17O4N1S1P1","CHONSP","aromatic",0.81,0.19,0.5938,-0.1905,21,17,4,1,1,1
409.0565265,"C21H14O9","CHO","aromatic",0.67,0.43,0.6364,0.1905,21,14,9,0,0,0
409.0674586,"C20H14O8N2","CHON","aromatic",0.7,0.4,0.6429,0.4,20,14,8,2,0,0
409.0690829,"C29H14O1S1","CHOS","condensed_arom",0.48,0.03,0.7818,-0.3448,29,14,1,0,1,0
409.0726028,"C26H18O1S2","CHOS","aromatic",0.69,0.04,0.6596,-0.4615,26,18,1,0,2,0
409.0752013,"C22H18O6S1","CHOS","aromatic",0.82,0.27,0.5556,-0.1818,22,18,6,0,1,0
409.0776705,"C18H18O11","CHO","unsaturated/lignin",1,0.61,0.36,0.2222,18,18,11,0,0,0
409.0781712,"C14H21O11N1P1","CHONP","aliphatic",1.5,0.79,-0.3077,0.2857,14,21,11,1,0,1
409.0790891,"C15H25O6N1S2P1","CHONSP","aliphatic",1.67,0.4,-0.3125,-0.4,15,25,6,1,2,1
409.0810855,"C15H22O11S1","CHOS","unsaturated/lignin",1.47,0.73,-0.1765,0.1333,15,22,11,0,1,0
409.0826592,"C24H14O5N2","CHON","condensed_arom",0.58,0.21,0.7436,0.0833,24,14,5,2,0,0
409.0868245,"C29H14O3","CHO","condensed_arom",0.48,0.1,0.7818,-0.2759,29,14,3,0,0,0
409.0875872,"C25H17O3N1P1","CHONP","condensed_arom",0.68,0.12,0.6977,-0.32,25,17,3,1,0,1
409.0889831,"C17H18O10N2","CHON","unsaturated/lignin",1.06,0.59,0.3,0.4706,17,18,10,2,0,0
409.0898632,"C18H22O5N2S2","CHONS","unsaturated/lignin",1.22,0.28,0.2174,-0.1111,18,22,5,2,2,0
409.0906294,"C26H18O3S1","CHOS","aromatic",0.69,0.12,0.6596,-0.3846,26,18,3,0,1,0
409.0930791,"C22H18O8","CHO","aromatic",0.82,0.36,0.5556,-0.0909,22,18,8,0,0,0
409.0940247,"C23H22O3S2","CHOS","unsaturated/lignin",0.96,0.13,0.4872,-0.5217,23,22,3,0,2,0
409.0963196,"C19H22O8S1","CHOS","unsaturated/lignin",1.16,0.42,0.2857,-0.2105,19,22,8,0,1,0
409.0986835,"C15H22O13","CHO","unsaturated/lignin",1.47,0.87,-0.1765,0.2667,15,22,13,0,0,0
409.1077793,"C26H18O5","CHO","aromatic",0.69,0.19,0.6596,-0.3077,26,18,5,0,0,0
409.1084526,"C26H18O5","CHO","aromatic",0.69,0.19,0.6596,-0.3077,26,18,5,0,0,0
409.1098262,"C14H22O12N2","CHON","aliphatic",1.57,0.86,-0.5,0.5714,14,22,12,2,0,0
409.1140951,"C19H22O10","CHO","unsaturated/lignin",1.16,0.53,0.2857,-0.1053,19,22,10,0,0,0
409.1145686,"C15H25O10N1P1","CHONP","aliphatic",1.67,0.67,-0.3125,-0.1333,15,25,10,1,0,1
409.1174402,"C16H26O10S1","CHOS","aliphatic",1.62,0.62,-0.2,-0.25,16,26,10,0,1,0
409.1190929,"C25H18O4N2","CHON","condensed_arom",0.72,0.16,0.6667,-0.16,25,18,4,2,0,0
409.1232596,"C30H18O2","CHO","condensed_arom",0.6,0.07,0.7241,-0.4667,30,18,2,0,0,0
409.1253043,"C18H22O9N2","CHON","unsaturated/lignin",1.22,0.5,0.2174,0.1111,18,22,9,2,0,0
409.1270744,"C27H22O2S1","CHOS","aromatic",0.81,0.07,0.6,-0.5926,27,22,2,0,1,0
409.1286254,"C15H26O9N2S1","CHONS","aliphatic",1.73,0.6,-0.4667,0,15,26,9,2,1,0
409.1294166,"C23H22O7","CHO","unsaturated/lignin",0.96,0.3,0.4872,-0.3478,23,22,7,0,0,0
409.1326869,"C20H26O7S1","CHOS","unsaturated/lignin",1.3,0.35,0.2258,-0.5,20,26,7,0,1,0
409.140475,"C22H22O6N2","CHON","unsaturated/lignin",1,0.27,0.4706,-0.1818,22,22,6,2,0,0
409.1435174,"C19H26O6N2S1","CHONS","unsaturated/lignin",1.37,0.32,0.1538,-0.3158,19,26,6,2,1,0
409.1439994,"C19H26O6N2S1","CHONS","unsaturated/lignin",1.37,0.32,0.1538,-0.3158,19,26,6,2,1,0
409.1448925,"C27H22O4","CHO","aromatic",0.81,0.15,0.6,-0.5185,27,22,4,0,0,0
409.1463749,"C15H26O11N2","CHON","aliphatic",1.73,0.73,-0.4667,0.1333,15,26,11,2,0,0
409.1480571,"C24H26O4S1","CHOS","unsaturated/lignin",1.08,0.17,0.4286,-0.6667,24,26,4,0,1,0
409.1485826,"C20H29O4N1S1P1","CHONSP","unsaturated/lignin",1.45,0.2,0.1667,-0.8,20,29,4,1,1,1
409.1504455,"C20H26O9","CHO","unsaturated/lignin",1.3,0.45,0.2258,-0.4,20,26,9,0,0,0
409.1511194,"C16H29O9N1P1","CHONP","aliphatic",1.81,0.56,-0.3158,-0.5,16,29,9,1,0,1
409.1515376,"C21H30O4S2","CHOS","unsaturated/lignin",1.43,0.19,0.1765,-0.8571,21,30,4,0,2,0
409.1536754,"C17H30O9S1","CHOS","aliphatic",1.76,0.53,-0.2174,-0.5882,17,30,9,0,1,0
409.1594001,"C23H26O3N2S1","CHONS","unsaturated/lignin",1.13,0.13,0.4054,-0.5217,23,26,3,2,1,0
409.1617506,"C19H26O8N2","CHON","unsaturated/lignin",1.37,0.42,0.1538,-0.2105,19,26,8,2,0,0
409.1634865,"C28H26O1S1","CHOS","aromatic",0.93,0.04,0.5472,-0.7857,28,26,1,0,1,0
409.1648747,"C16H30O8N2S1","CHONS","aliphatic",1.88,0.5,-0.4444,-0.375,16,30,8,2,1,0
409.1656545,"C24H26O6","CHO","unsaturated/lignin",1.08,0.25,0.4286,-0.5833,24,26,6,0,0,0
409.1665915,"C25H30O1S2","CHOS","unsaturated/lignin",1.2,0.04,0.3778,-0.96,25,30,1,0,2,0
409.1690476,"C21H30O6S1","CHOS","unsaturated/lignin",1.43,0.29,0.1765,-0.7619,21,30,6,0,1,0
409.1812654,"C28H26O3","CHO","aromatic",0.93,0.11,0.5472,-0.7143,28,26,3,0,0,0
409.1827918,"C16H30O10N2","CHON","aliphatic",1.88,0.62,-0.4444,-0.25,16,30,10,2,0,0
409.1868559,"C21H30O8","CHO","unsaturated/lignin",1.43,0.38,0.1765,-0.6667,21,30,8,0,0,0
409.1875604,"C22H34O3S2","CHOS","aliphatic",1.55,0.14,0.1351,-1.0909,22,34,3,0,2,0
409.1883409,"C18H37O3N1S2P1","CHONSP","aliphatic",2.06,0.17,-0.32,-1.3333,18,37,3,1,2,1
409.1901457,"C18H34O8S1","CHOS","aliphatic",1.89,0.44,-0.2308,-0.8889,18,34,8,0,1,0
409.201396,"C17H34O7N2S1","CHONS","aliphatic",2,0.41,-0.4286,-0.7059,17,34,7,2,1,0
409.2054727,"C22H34O5S1","CHOS","aliphatic",1.55,0.23,0.1351,-1,22,34,5,0,1,0
409.2080407,"C18H34O10","CHO","aliphatic",1.89,0.56,-0.2308,-0.7778,18,34,10,0,0,0
409.2176705,"C29H30O2","CHO","aromatic",1.03,0.07,0.5,-0.8966,29,30,2,0,0,0
409.2192021,"C17H34O9N2","CHON","aliphatic",2,0.53,-0.4286,-0.5882,17,34,9,2,0,0
409.2232758,"C22H34O7","CHO","aliphatic",1.55,0.32,0.1351,-0.9091,22,34,7,0,0,0
409.2237951,"C18H37O7N1P1","CHONP","aliphatic",2.06,0.39,-0.32,-1.1111,18,37,7,1,0,1
409.2266312,"C19H38O7S1","CHOS","aliphatic",2,0.37,-0.2414,-1.1579,19,38,7,0,1,0
409.2378232,"C18H38O6N2S1","CHONS","aliphatic",2.11,0.33,-0.4167,-1,18,38,6,2,1,0
409.2417887,"C23H38O4S1","CHOS","aliphatic",1.65,0.17,0.1,-1.2174,23,38,4,0,1,0
409.2572158,"C27H38O1S1","CHOS","unsaturated/lignin",1.41,0.04,0.2941,-1.2593,27,38,1,0,1,0
409.2596192,"C23H38O6","CHO","aliphatic",1.65,0.26,0.1,-1.1304,23,38,6,0,0,0
409.2601791,"C19H41O6N1P1","CHONP","aliphatic",2.16,0.32,-0.3214,-1.3684,19,41,6,1,0,1
409.2784187,"C24H42O3S1","CHOS","aliphatic",1.75,0.12,0.0698,-1.4167,24,42,3,0,1,0
409.2960105,"C24H42O5","CHO","aliphatic",1.75,0.21,0.0698,-1.3333,24,42,5,0,0,0
409.30692,"C23H42O4N2","CHON","aliphatic",1.83,0.17,0,-1.2174,23,42,4,2,0,0
409.3112948,"C28H42O2","CHO","aliphatic",1.5,0.07,0.2593,-1.3571,28,42,2,0,0,0
409.3324526,"C25H46O4","CHO","aliphatic",1.84,0.16,0.0435,-1.52,25,46,4,0,0,0
409.3687718,"C26H50O3","CHO","aliphatic",1.92,0.12,0.0204,-1.6923,26,50,3,0,0,0
409.4051749,"C27H54O2","CHO","aliphatic",2,0.07,0,-1.8519,27,54,2,0,0,0
409.9176809,"C11H8O11S2P1","CHOSP","unsaturated/lignin",0.73,1,0,1.6364,11,8,11,0,2,1
409.9219684,"C12H3O10N3P2","CHONP","condensed_arom",0.25,0.83,2,2.1667,12,3,10,3,0,2
409.9646656,"C15H9O9N1S2","CHONS","aromatic",0.6,0.6,0.6,1.0667,15,9,9,1,2,0
410.0096371,"C22H8O5N2P1","CHONP","condensed_arom",0.36,0.23,0.9091,0.3636,22,8,5,2,0,1
410.0111501,"C14H9O12N3","CHON","aromatic",0.64,0.86,0.6,1.7143,14,9,12,3,0,0
410.0127001,"C23H9O5N1S1","CHONS","condensed_arom",0.39,0.22,0.8378,0.2609,23,9,5,1,1,0
410.0151738,"C19H9O10N1","CHON","condensed_arom",0.47,0.53,0.7692,0.7368,19,9,10,1,0,0
410.0279402,"C27H9O2N1S1","CHONS","condensed_arom",0.33,0.07,0.875,0,27,9,2,1,1,0
410.0350308,"C24H12O5P1","CHOP","condensed_arom",0.5,0.21,0.7805,-0.0833,24,12,5,0,0,1
410.0365354,"C16H13O12N1","CHON","unsaturated/lignin",0.81,0.75,0.4444,0.875,16,13,12,1,0,0
410.0372887,"C17H17O7N1S2","CHONS","unsaturated/lignin",1,0.41,0.3333,0.2353,17,17,7,1,2,0
